"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2022/09/17","GBSCT",5463300,184,5401,33,1220,0.548787261618219,0.0132710012275306,0.00327466230045027,0.00160192570033278,0.0114754098360656,0.00597648751716889,0.00163934426229508,0.00227011044534109,0.0327868852459016,0.00999261935526569
"2022/09/18","GBSCT",5463300,187,5430,25,792,0.549355432780847,0.0132340252216187,0.00325534079348932,0.00159248928477903,0.0113636363636364,0.00738180305939429,0.00162337662337662,0.00280376975089387,0.0429292929292929,0.01411673882841
"2022/09/19","GBSCT",5463300,187,5430,25,792,0.549355432780847,0.0132340252216187,0.00325534079348932,0.00159248928477903,0.0113636363636364,0.00738180305939429,0.00162337662337662,0.00280376975089387,0.0429292929292929,0.01411673882841
"2022/09/20","GBSCT",5463300,187,5430,25,792,0.549355432780847,0.0132340252216187,0.00325534079348932,0.00159248928477903,0.0113636363636364,0.00738180305939429,0.00162337662337662,0.00280376975089387,0.0429292929292929,0.01411673882841
"2022/09/21","GBSCT",5463300,197,5685,27,662,0.556024626209323,0.0129154431074925,0.00309477756286267,0.0015140648418876,0.0498489425981873,0.0165784299863387,0.00712127751402676,0.00640539849513167,0.0513595166163142,0.0168143617696221
"2022/09/22","GBSCT",5463300,197,5685,27,662,0.556024626209323,0.0129154431074925,0.00309477756286267,0.0015140648418876,0.0498489425981873,0.0165784299863387,0.00712127751402676,0.00640539849513167,0.0513595166163142,0.0168143617696221
"2022/09/23","GBSCT",5463300,197,5685,27,662,0.556024626209323,0.0129154431074925,0.00309477756286267,0.0015140648418876,0.0498489425981873,0.0165784299863387,0.00712127751402676,0.00640539849513167,0.0513595166163142,0.0168143617696221
"2022/09/24","GBSCT",5463300,197,5685,27,662,0.556024626209323,0.0129154431074925,0.00309477756286267,0.0015140648418876,0.0498489425981873,0.0165784299863387,0.00712127751402676,0.00640539849513167,0.0513595166163142,0.0168143617696221
"2022/09/25","GBSCT",5463300,202,5825,23,560,0.556223175965665,0.0127587161421386,0.00301318267419962,0.00147420632168899,0.0482142857142857,0.017742366131486,0.00688775510204082,0.00685002402097289,0.00178571428571429,0.00349680934779064
"2022/09/26","GBSCT",5463300,202,5825,23,560,0.556223175965665,0.0127587161421386,0.00301318267419962,0.00147420632168899,0.0482142857142857,0.017742366131486,0.00688775510204082,0.00685002402097289,0.00178571428571429,0.00349680934779064
"2022/09/27","GBSCT",5463300,202,5825,23,560,0.556223175965665,0.0127587161421386,0.00301318267419962,0.00147420632168899,0.0482142857142857,0.017742366131486,0.00688775510204082,0.00685002402097289,0.00178571428571429,0.00349680934779064
"2022/09/28","GBSCT",5463300,202,5825,18,424,0.556223175965665,0.0127587161421386,0.00301318267419962,0.00147420632168899,0.0636792452830189,0.0232421575933385,0.00909703504043127,0.00903713272086131,0.00235849056603774,0.00461710222137963
"2022/09/29","GBSCT",5463300,212,6022,28,621,0.557954168050482,0.0125432658914917,0.00291332847778587,0.00142542381111775,0.0483091787439614,0.0168641733812947,0.00690131124913734,0.00651124898031939,0.00966183574879227,0.00769349850686753
"2022/09/30","GBSCT",5463300,212,6022,28,621,0.557954168050482,0.0125432658914917,0.00291332847778587,0.00142542381111775,0.0483091787439614,0.0168641733812947,0.00690131124913734,0.00651124898031939,0.00966183574879227,0.00769349850686753
"2022/10/01","GBSCT",5463300,212,6022,28,621,0.557954168050482,0.0125432658914917,0.00291332847778587,0.00142542381111775,0.0483091787439614,0.0168641733812947,0.00690131124913734,0.00651124898031939,0.00966183574879227,0.00769349850686753
"2022/10/02","GBSCT",5463300,220,6229,33,799,0.557874458179483,0.0123333190711672,0.00281838999471552,0.00137903826970063,0.0387984981226533,0.013390271381696,0.00554264258895047,0.00514785399975558,0.0112640801001252,0.00731749985355046
"2022/10/03","GBSCT",5463300,220,6229,33,799,0.557874458179483,0.0123333190711672,0.00281838999471552,0.00137903826970063,0.0387984981226533,0.013390271381696,0.00554264258895047,0.00514785399975558,0.0112640801001252,0.00731749985355046
"2022/10/04","GBSCT",5463300,220,6229,33,799,0.557874458179483,0.0123333190711672,0.00281838999471552,0.00137903826970063,0.0387984981226533,0.013390271381696,0.00554264258895047,0.00514785399975558,0.0112640801001252,0.00731749985355046
"2022/10/05","GBSCT",5463300,220,6229,23,544,0.557874458179483,0.0123333190711672,0.00281838999471552,0.00137903826970063,0.0110294117647059,0.00877640193472615,0.00157563025210084,0.00333298518249635,0.0165441176470588,0.0107188424419755
"2022/10/06","GBSCT",5463300,233,6879,37,1224,0.555022532344818,0.0117438299396021,0.00317107975265578,0.00138755616874037,0.00711743772241993,0.00491445898585074,0.00101677681748856,0.00186318873894425,0.010752688172043,0.00581361015383711
"2022/10/07","GBSCT",5463300,228,6824,37,1224,0.554073856975381,0.0117935316976207,0.00319131961065901,0.00139639826254308,0.00711743772241993,0.00491445898585074,0.00101677681748856,0.00186318873894425,0.010752688172043,0.00581361015383711
"2022/10/08","GBSCT",5463300,228,6824,37,1224,0.554073856975381,0.0117935316976207,0.00319131961065901,0.00139639826254308,0.00711743772241993,0.00491445898585074,0.00101677681748856,0.00186318873894425,0.010752688172043,0.00581361015383711
