"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2020/05/27","GBWLS",3152879,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/28","GBWLS",3152879,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/29","GBWLS",3152879,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/30","GBWLS",3152879,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/31","GBWLS",3152879,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/06/01","GBWLS",3152879,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/06/02","GBWLS",3152879,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/06/03","GBWLS",3152879,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/06/04","GBWLS",3152879,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/06/05","GBWLS",3152879,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/06/06","GBWLS",3152879,3,23,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/06/07","GBWLS",3152879,4,43,3,39,0.0930232558139535,0.0868175861800518,NA,NA,0,0,0,0,0,0
"2020/06/08","GBWLS",3152879,4,43,3,39,0.0930232558139535,0.0868175861800518,NA,NA,0,0,0,0,0,0
"2020/06/09","GBWLS",3152879,4,43,3,39,0.0930232558139535,0.0868175861800518,NA,NA,0,0,0,0,0,0
"2020/06/10","GBWLS",3152879,4,43,3,39,0.0930232558139535,0.0868175861800518,NA,NA,0,0,0,0,0,0
"2020/06/11","GBWLS",3152879,4,43,3,39,0.0930232558139535,0.0868175861800518,NA,NA,0,0,0,0,0,0
"2020/06/12","GBWLS",3152879,4,44,3,40,0.0909090909090909,0.0849432879785303,NA,NA,0,0,0,0,0,0
"2020/06/13","GBWLS",3152879,5,94,4,90,0.0425531914893617,0.04080445306242,NA,NA,0,0,0,0,0,0
"2020/06/14","GBWLS",3152879,5,94,4,90,0.0425531914893617,0.04080445306242,NA,NA,0,0,0,0,0,0
"2020/06/15","GBWLS",3152879,5,94,4,90,0.0425531914893617,0.04080445306242,NA,NA,0,0,0,0,0,0
"2020/06/16","GBWLS",3152879,5,94,4,90,0.0425531914893617,0.04080445306242,NA,NA,0,0,0,0,0,0
"2020/06/17","GBWLS",3152879,5,94,4,90,0.0425531914893617,0.04080445306242,NA,NA,0,0,0,0,0,0
"2020/06/18","GBWLS",3152879,5,94,4,90,0.0425531914893617,0.04080445306242,NA,NA,0,0,0,0,0,0
"2020/06/19","GBWLS",3152879,6,102,5,98,0.0392156862745098,0.0376695877073438,NA,NA,0,0,0,0,0,0
"2020/06/20","GBWLS",3152879,6,102,4,85,0.0392156862745098,0.0376695877073438,NA,NA,0,0,0,0,0,0
"2020/06/21","GBWLS",3152879,6,102,3,65,0.0392156862745098,0.0376695877073438,NA,NA,0,0,0,0,0,0
"2020/06/22","GBWLS",3152879,6,102,3,65,0.0392156862745098,0.0376695877073438,NA,NA,0,0,0,0,0,0
"2020/06/23","GBWLS",3152879,6,102,3,65,0.0392156862745098,0.0376695877073438,NA,NA,0,0,0,0,0,0
"2020/06/24","GBWLS",3152879,6,102,3,65,0.0392156862745098,0.0376695877073438,NA,NA,0,0,0,0,0,0
"2020/06/25","GBWLS",3152879,6,102,3,65,0.0392156862745098,0.0376695877073438,NA,NA,0,0,0,0,0,0
"2020/06/26","GBWLS",3152879,6,102,3,65,0.0392156862745098,0.0376695877073438,NA,NA,0,0,0,0,0,0
"2020/06/27","GBWLS",3152879,6,102,2,15,0.0392156862745098,0.0376695877073438,NA,NA,NA,NA,NA,NA,NA,NA
"2020/06/28","GBWLS",3152879,6,102,2,15,0.0392156862745098,0.0376695877073438,NA,NA,NA,NA,NA,NA,NA,NA
"2020/06/29","GBWLS",3152879,6,102,2,15,0.0392156862745098,0.0376695877073438,NA,NA,NA,NA,NA,NA,NA,NA
"2020/06/30","GBWLS",3152879,6,102,2,15,0.0392156862745098,0.0376695877073438,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/01","GBWLS",3152879,6,102,2,15,0.0392156862745098,0.0376695877073438,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/02","GBWLS",3152879,6,102,2,15,0.0392156862745098,0.0376695877073438,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/03","GBWLS",3152879,6,102,0,0,0.0392156862745098,0.0376695877073438,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/04","GBWLS",3152879,6,102,0,0,0.0392156862745098,0.0376695877073438,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/05","GBWLS",3152879,7,107,1,5,0.0373831775700935,0.035943555304845,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/06","GBWLS",3152879,7,107,1,5,0.0373831775700935,0.035943555304845,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/07","GBWLS",3152879,7,107,1,5,0.0373831775700935,0.035943555304845,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/08","GBWLS",3152879,7,107,1,5,0.0373831775700935,0.035943555304845,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/09","GBWLS",3152879,6,103,1,5,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/10","GBWLS",3152879,6,103,1,5,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/11","GBWLS",3152879,6,103,1,5,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/12","GBWLS",3152879,6,103,1,5,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/13","GBWLS",3152879,6,103,1,5,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/14","GBWLS",3152879,6,103,1,5,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/15","GBWLS",3152879,6,103,1,5,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/16","GBWLS",3152879,6,103,1,5,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/17","GBWLS",3152879,6,103,1,5,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/18","GBWLS",3152879,6,103,1,5,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/19","GBWLS",3152879,6,103,0,0,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/20","GBWLS",3152879,6,103,0,0,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/21","GBWLS",3152879,6,103,0,0,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/22","GBWLS",3152879,6,103,0,0,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/23","GBWLS",3152879,6,103,0,0,0.0388349514563107,0.0373112541172863,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/24","GBWLS",3152879,6,105,1,7,0.0380952380952381,0.0366146447649092,NA,NA,NA,NA,NA,NA,NA,NA
"2020/07/25","GBWLS",3152879,6,105,1,7,0.0380952380952381,0.0366146447649092,NA,NA,NA,NA,NA,NA,NA,NA
