p_cases,p_cases_low,p_cases_high,days
0.740740740740741,0,2.18717878950056,306
0.75187969924812,0,2.21998631308919,307
0.75187969924812,0,2.21998631308919,308
0.75187969924812,0,2.21998631308919,309
0.75187969924812,0,2.21998631308919,310
0.75187969924812,0,2.21998631308919,311
0.75187969924812,0,2.21998631308919,312
0.75187969924812,0,2.21998631308919,313
0.75187969924812,0,2.21998631308919,314
0.75187969924812,0,2.21998631308919,315
0.75187969924812,0,2.21998631308919,316
0.75187969924812,0,2.21998631308919,317
0.793650793650794,0,2.34299274311329,318
0.793650793650794,0,2.34299274311329,319
0.793650793650794,0,2.34299274311329,320
0.793650793650794,0,2.34299274311329,321
0.793650793650794,0,2.34299274311329,322
0.793650793650794,0,2.34299274311329,323
0.793650793650794,0,2.34299274311329,324
0.793650793650794,0,2.34299274311329,325
0.793650793650794,0,2.34299274311329,326
55.3571428571429,54.1783513820134,56.5359343322724,1026
55.4336064306693,54.2223953699867,56.6448174913519,1027
55.4336064306693,54.2223953699867,56.6448174913519,1028
55.7701079519538,54.5697995327061,56.9704163712015,1029
55.7701079519538,54.5697995327061,56.9704163712015,1030
55.3645335880293,54.135241783103,56.5938253929556,1031
54.7770700636943,53.5612058279189,55.9929342994697,1032
54.7770700636943,53.5612058279189,55.9929342994697,1033
54.7770700636943,53.5612058279189,55.9929342994697,1034
54.7770700636943,53.5612058279189,55.9929342994697,1035
54.7232824427481,53.4929701555364,55.9535947299598,1036
54.7232824427481,53.4929701555364,55.9535947299598,1037
54.7232824427481,53.4929701555364,55.9535947299598,1038
53.0534953448004,51.8247415561446,54.2822491334562,1039
53.0534953448004,51.8247415561446,54.2822491334562,1040
53.0534953448004,51.8247415561446,54.2822491334562,1041
53.0534953448004,51.8247415561446,54.2822491334562,1042
51.3812154696133,50.1504394754765,52.6119914637501,1043
51.3812154696133,50.1504394754765,52.6119914637501,1044
51.3812154696133,50.1504394754765,52.6119914637501,1045
50.9995421944148,49.7891915252003,52.2098928636293,1046
50.9995421944148,49.7891915252003,52.2098928636293,1047
51.2606341840681,50.0422177425128,52.4790506256234,1048
51.2606341840681,50.0422177425128,52.4790506256234,1049
51.659125188537,50.4562457446415,52.8620046324325,1050
51.659125188537,50.4562457446415,52.8620046324325,1051
51.8363551836355,50.6172416303875,53.0554687368835,1052
52.1007128772941,50.8948639234491,53.3065618311391,1053
52.1007128772941,50.8948639234491,53.3065618311391,1054
52.1007128772941,50.8948639234491,53.3065618311391,1055
51.7645221736415,50.5406901116501,52.9883542356329,1056
52.1262208865515,50.9260280316451,53.3264137414579,1057
52.1262208865515,50.9260280316451,53.3264137414579,1058
51.9901265041654,50.7738864675484,53.2063665407824,1059
51.7894114167406,50.5984376039756,52.9803852295056,1060
51.7894114167406,50.5984376039756,52.9803852295056,1061
51.7894114167406,50.5984376039756,52.9803852295056,1062
51.4066102997694,50.1920403775863,52.6211802219525,1063
51.3560300057703,50.1794294697001,52.5326305418405,1064
51.3560300057703,50.1794294697001,52.5326305418405,1065
51.3560300057703,50.1794294697001,52.5326305418405,1066
51.5112262521589,50.3360859226059,52.6863665817119,1067
49.3303183162289,48.0379598756169,50.6226767568409,1108
48.4255883327809,47.1646320432388,49.686544622323,1109
47.9844830494181,46.7128136069296,49.2561524919066,1110
47.9844830494181,46.7128136069296,49.2561524919066,1111
47.9844830494181,46.7128136069296,49.2561524919066,1112
47.8999836574604,46.6483003029672,49.1516670119536,1113
47.5099601593626,46.2488982912082,48.7710220275169,1114
47.5099601593626,46.2488982912082,48.7710220275169,1115
47.9367150546403,46.6862189270054,49.1872111822752,1116
47.2803347280335,45.9883121201261,48.5723573359409,1117
47.2803347280335,45.9883121201261,48.5723573359409,1118
47.535915621022,46.2159937903875,48.8558374516565,1119
48.0586867060297,46.7488310230548,49.3685423890046,1120
48.0586867060297,46.7488310230548,49.3685423890046,1121
48.0117820324006,46.683180990047,49.3403830747542,1122
48.6524572837766,47.3522851121019,49.9526294554513,1123
48.6524572837766,47.3522851121019,49.9526294554513,1124
49.9440089585666,48.6052066011251,51.2828113160081,1125
